[0m[33m[0.467ms] [34;1m[rows:0][0m SELECT * FROM "evaluations" WHERE student_id = 7 AND "evaluations"."deleted_at" IS NULL ORDER BY created_at desc,"evaluations"."id" LIMIT 1
[GIN] 2026/03/25 - 01:24:19 | 200 |   10.326865ms |             ::1 | GET      "/api/coordinator/students"
[GIN] 2026/03/25 - 01:24:19 | 200 |   15.357928ms |             ::1 | GET      "/api/coordinator/users/pending"

2026/03/25 01:24:20 [31;1m/home/jesua/Documents/My Personal Project/ojt-system/backend/controllers/coordinator_controller.go:91 [35;1mrecord not found
[0m[33m[0.569ms] [34;1m[rows:0][0m SELECT * FROM "evaluations" WHERE student_id = 7 AND "evaluations"."deleted_at" IS NULL ORDER BY created_at desc,"evaluations"."id" LIMIT 1
[GIN] 2026/03/25 - 01:24:20 | 200 |   10.913826ms |             ::1 | GET      "/api/coordinator/students"
[GIN] 2026/03/25 - 01:24:31 | 204 |       9.328µs |             ::1 | OPTIONS  "/api/notifications/"
[GIN] 2026/03/25 - 01:24:31 | 204 |       8.997µs |             ::1 | OPTIONS  "/api/notifications/"
[GIN] 2026/03/25 - 01:24:31 | 200 |    1.856804ms |             ::1 | GET      "/api/notifications/"
[GIN] 2026/03/25 - 01:24:31 | 200 |    1.264152ms |             ::1 | GET      "/api/notifications/"
[GIN] 2026/03/25 - 01:24:32 | 204 |       8.295µs |             ::1 | OPTIONS  "/api/me"
[GIN] 2026/03/25 - 01:24:32 | 204 |       9.017µs |             ::1 | OPTIONS  "/api/me"
[GIN] 2026/03/25 - 01:24:32 | 200 |    1.701841ms |             ::1 | GET      "/api/me"
[GIN] 2026/03/25 - 01:24:32 | 200 |     753.225µs |             ::1 | GET      "/api/me"
[GIN] 2026/03/25 - 01:25:31 | 204 |       8.637µs |             ::1 | OPTIONS  "/api/notifications/"
[GIN] 2026/03/25 - 01:25:31 | 204 |       10.66µs |             ::1 | OPTIONS  "/api/notifications/"
[GIN] 2026/03/25 - 01:25:31 | 200 |     1.02527ms |             ::1 | GET      "/api/notifications/"
[GIN] 2026/03/25 - 01:25:31 | 200 |     909.631µs |             ::1 | GET      "/api/notifications/"
[GIN] 2026/03/25 - 01:26:31 | 204 |      25.949µs |             ::1 | OPTIONS  "/api/notifications/"
[GIN] 2026/03/25 - 01:26:31 | 204 |       16.25µs |             ::1 | OPTIONS  "/api/notifications/"
